web_name,team,position,form,value,now_cost,predicted_value,projection,Z Score,total_rank
Greenwood,Leeds,Forward,0.0,0.0,4.5,0.0,0.0,-4.467385773232222,83.0
Wickham,Crystal Palace,Forward,0.0,0.0,4.4,0.0,0.0,-4.467385773232222,83.0
Zohore,West Brom,Forward,0.0,0.0,4.8,0.0,0.0,-4.467385773232222,83.0
Vassilev,Aston Villa,Forward,0.0,0.0,4.3,0.0,0.0,-4.467385773232222,83.0
Thompson,Burnley,Forward,0.0,0.0,4.5,0.0,0.0,-4.467385773232222,83.0
Muto,Newcastle,Forward,0.0,0.0,4.8,0.0,0.0,-4.467385773232222,83.0
Simms,Everton,Forward,0.0,0.0,4.5,0.0,0.0,-4.467385773232222,83.0
Samatta,Aston Villa,Forward,0.0,0.0,5.9,0.0,0.0,-4.467385773232222,83.0
Andone,Brighton,Forward,0.0,0.0,4.8,0.0,0.0,-4.467385773232222,83.0
Diaby,West Brom,Forward,0.0,0.0,4.5,0.0,0.0,-4.467385773232222,83.0
Murray,Brighton,Forward,0.0,0.0,4.8,0.0,0.0,-4.467385773232222,83.0
